id,price_doc
30713,966618.1875
30714,1072838.375
30715,521826.46875
30716,1343332.75
30717,1033463.8125
30718,1665649.0
30719,2305948.75
30720,1003976.1875
30721,939487.4375
30722,1089265.5
30723,916762.875
30724,1781635.625
30725,911805.125
30726,1847100.375
30727,1341787.375
30728,1586037.75
30729,608397.8125
30730,912349.625
30731,927191.75
30732,835634.9375
30733,1640576.25
30734,860106.0625
30735,906662.3125
30736,1378582.125
30737,1033463.8125
30738,912349.625
30739,699053.875
30740,1003917.75
30741,1537549.875
30742,650539.9375
30743,858756.1875
30744,1273251.0
30745,1190834.125
30746,906662.3125
30747,1965676.75
30748,2365435.0
30749,931522.25
30750,916762.875
30751,675738.1875
30752,1010495.5625
30753,1217349.875
30754,885664.5625
30755,834585.25
30756,1772639.625
30757,883162.9375
30758,1584581.875
30759,1013803.5
30760,860740.375
30761,1442974.875
30762,1000938.9375
30763,1487038.75
30764,916762.875
30765,826699.3125
30766,548139.25
30767,1333199.25
30768,857793.5625
30769,1150234.625
30770,916762.875
30771,584691.625
30772,1187477.375
30773,1276721.25
30774,819014.4375
30775,1399955.0
30776,875120.9375
30777,916762.875
30778,1463625.625
30779,930676.0
30780,1039391.25
30781,848706.8125
30782,692152.8125
30783,908622.875
30784,596540.5
30785,877210.6875
30786,650539.9375
30787,927191.75
30788,916762.875
30789,1160637.875
30790,1060643.875
30791,1329352.25
30792,860106.0625
30793,1688507.125
30794,1855231.75
30795,1333199.25
30796,1839618.25
30797,2026026.875
30798,454556.0625
30799,1613248.125
30800,2257032.25
30801,927191.75
30802,2036732.25
30803,464497.5625
30804,589843.0625
30805,1514802.75
30806,860106.0625
30807,949896.6875
30808,1487038.75
30809,748887.5625
30810,1758398.75
30811,650539.9375
30812,846735.0
30813,859645.1875
30814,481419.09375
30815,618211.5625
30816,1210609.625
30817,432529.3125
30818,1032897.3125
30819,1409212.375
30820,927554.375
30821,2574442.5
30822,1174540.875
30823,934714.3125
30824,627735.0
30825,1088859.375
30826,1480587.5
30827,1116899.75
30828,880521.3125
30829,949896.6875
30830,1293584.125
30831,865213.375
30832,853760.25
30833,853760.25
30834,645170.9375
30835,1181881.5
30836,941784.8125
30837,910557.25
30838,831366.4375
30839,898653.125
30840,1725042.875
30841,1506987.25
30842,1072838.375
30843,863729.375
30844,1793006.5
30845,1275337.5
30846,650539.9375
30847,940113.0625
30848,1286333.25
30849,650539.9375
30850,645170.9375
30851,779301.5625
30852,1073947.0
30853,684221.4375
30854,915198.375
30855,968332.5
30856,1074686.75
30857,393091.09375
30858,650539.9375
30859,916762.875
30860,877657.4375
30861,1187846.625
30862,1062568.5
30863,1239547.75
30864,959134.3125
30865,1329352.25
30866,1331924.625
30867,863729.375
30868,1463625.625
30869,977175.125
30870,1110054.625
30871,1379946.125
30872,779301.5625
30873,589843.0625
30874,650539.9375
30875,924840.0625
30876,843206.3125
30877,1440656.625
30878,906662.3125
30879,1661340.25
30880,927191.75
30881,432529.3125
30882,1060898.75
30883,776672.875
30884,906662.3125
30885,650539.9375
30886,1114895.625
30887,949171.375
30888,886425.875
30889,880521.3125
30890,1209152.375
30891,548139.25
30892,548139.25
30893,650539.9375
30894,942563.9375
30895,639593.625
30896,947000.4375
30897,1209152.375
30898,1121358.625
30899,872434.3125
30900,589843.0625
30901,956006.5625
30902,432529.3125
30903,1028869.5
30904,1181046.5
30905,906662.3125
30906,909828.125
30907,1774166.875
30908,613110.5
30909,1783271.0
30910,1073947.0
30911,712999.25
30912,1030418.9375
30913,1932925.875
30914,924840.0625
30915,1260727.0
30916,794793.1875
30917,1151824.25
30918,1010446.375
30919,834585.25
30920,650539.9375
30921,909463.8125
30922,1040115.25
30923,589843.0625
30924,1127001.125
30925,2042809.375
30926,1109504.375
30927,1209152.375
30928,822703.125
30929,1127001.125
30930,1666689.75
30931,1421586.25
30932,857793.5625
30933,837966.0
30934,1554619.5
30935,1058788.375
30936,872434.3125
30937,1286333.25
30938,575029.9375
30939,1299820.5
30940,872440.9375
30941,964276.75
30942,589843.0625
30943,942138.75
30944,748887.5625
30945,607809.25
30946,1910207.875
30947,929179.875
30948,1187477.375
30949,963101.3125
30950,961454.0625
30951,2574835.25
30952,1276721.25
30953,1251891.0
30954,751468.125
30955,998340.125
30956,973568.8125
30957,924840.0625
30958,4133264.25
30959,1221452.625
30960,1187477.375
30961,1089474.375
30962,1643020.5
30963,589843.0625
30964,828984.8125
30965,966414.5
30966,1681860.0
30967,1925955.625
30968,650539.9375
30969,589843.0625
30970,1134162.5
30971,1664245.375
30972,589843.0625
30973,916762.875
30974,843206.3125
30975,1038501.5
30976,916762.875
30977,941674.3125
30978,1202292.125
30979,589843.0625
30980,840608.125
30981,916762.875
30982,1014118.75
30983,589843.0625
30984,906662.3125
30985,627735.0
30986,1343332.75
30987,1197777.375
30988,930325.5
30989,1209152.375
30990,1779046.5
30991,1277891.75
30992,508255.9375
30993,1140662.25
30994,898653.125
30995,1073023.625
30996,906662.3125
30997,1083754.0
30998,1122892.25
30999,1059057.0
31000,1258056.0
31001,927191.75
31002,1260727.0
31003,1315190.0
31004,620687.4375
31005,467641.78125
31006,1006722.0625
31007,924840.0625
31008,1133548.375
31009,1075405.375
31010,967364.25
31011,639593.625
31012,906662.3125
31013,1085259.875
31014,1477757.625
31015,1166892.875
31016,639593.625
31017,1343332.75
31018,930325.5
31019,724227.3125
31020,973568.8125
31021,1804978.25
31022,2206710.5
31023,1343332.75
31024,857793.5625
31025,1073947.0
31026,997599.6875
31027,718250.8125
31028,850824.4375
31029,1496416.625
31030,872434.3125
31031,1207291.375
31032,1498333.125
31033,1748876.125
31034,998340.125
31035,1329352.25
31036,998340.125
31037,3349729.25
31038,650539.9375
31039,1121550.25
31040,1000742.3125
31041,650539.9375
31042,823565.0
31043,921892.6875
31044,1057492.5
31045,944879.5625
31046,1872950.25
31047,1221452.625
31048,942563.9375
31049,1085361.375
31050,1083754.0
31051,963101.3125
31052,589843.0625
31053,2408742.0
31054,927191.75
31055,800634.3125
31056,1775700.375
31057,1155806.5
31058,1092459.375
31059,472036.46875
31060,1014118.75
31061,927191.75
31062,999490.0
31063,589843.0625
31064,843206.3125
31065,1427897.625
31066,650539.9375
31067,1258056.0
31068,645170.9375
31069,724227.3125
31070,779301.5625
31071,589843.0625
31072,1236983.875
31073,432529.3125
31074,958973.375
31075,1000938.9375
31076,1122892.25
31077,906662.3125
31078,645170.9375
31079,787287.75
31080,885258.375
31081,508255.9375
31082,1525437.5
31083,748887.5625
31084,1343332.75
31085,1783271.0
31086,607809.25
31087,840857.4375
31088,966618.1875
31089,975861.0625
31090,3335877.5
31091,789881.5625
31092,966414.5
31093,916762.875
31094,961454.0625
31095,820498.25
31096,2751208.25
31097,1808595.125
31098,1584581.875
31099,1582971.625
31100,633265.625
31101,650539.9375
31102,939402.375
31103,1750614.875
31104,820498.25
31105,1181046.5
31106,718320.75
31107,2132015.5
31108,982060.25
31109,787287.75
31110,1343332.75
31111,1590980.875
31112,850824.4375
31113,613110.5
31114,852771.5625
31115,787287.75
31116,988298.8125
31117,1086983.625
31118,589843.0625
31119,464497.5625
31120,877938.8125
31121,1016958.375
31122,916762.875
31123,785940.4375
31124,942563.9375
31125,1444883.5
31126,2522607.25
31127,819014.4375
31128,855847.1875
31129,787287.75
31130,1758866.625
31131,1190834.125
31132,1307308.125
31133,1333199.25
31134,957908.5
31135,1498333.125
31136,1378620.125
31137,718736.0
31138,924840.0625
31139,589843.0625
31140,1167008.75
31141,1166892.875
31142,1343332.75
31143,718736.0
31144,589843.0625
31145,853760.25
31146,850824.4375
31147,1830217.875
31148,916762.875
31149,432529.3125
31150,1286333.25
31151,850824.4375
31152,1325855.375
31153,787287.75
31154,1879192.625
31155,927726.875
31156,1413363.125
31157,909463.8125
31158,1478727.625
31159,927191.75
31160,840857.4375
31161,589843.0625
31162,724227.3125
31163,850824.4375
31164,916762.875
31165,1134162.5
31166,906662.3125
31167,1137611.75
31168,1726013.75
31169,1050567.75
31170,922657.0625
31171,1715360.5
31172,787287.75
31173,1333199.25
31174,1485438.5
31175,1868787.75
31176,779301.5625
31177,1286333.25
31178,650539.9375
31179,818357.0
31180,645170.9375
31181,1287303.0
31182,903378.25
31183,1286333.25
31184,963696.6875
31185,620687.4375
31186,1258056.0
31187,613110.5
31188,785940.4375
31189,890438.5625
31190,1019397.5
31191,1872861.0
31192,615527.1875
31193,767849.125
31194,1322043.5
31195,1423199.0
31196,826699.3125
31197,1946672.5
31198,1071732.875
31199,885258.375
31200,1509409.25
31201,620687.4375
31202,645170.9375
31203,927191.75
31204,584691.625
31205,1452374.125
31206,853760.25
31207,645170.9375
31208,840857.4375
31209,718250.8125
31210,750736.0625
31211,1181046.5
31212,741645.875
31213,1372370.875
31214,888174.125
31215,779301.5625
31216,906662.3125
31217,966414.5
31218,1472424.625
31219,543098.3125
31220,973568.8125
31221,589843.0625
31222,819014.4375
31223,1343332.75
31224,1028499.5
31225,1520029.625
31226,927191.75
31227,1343332.75
31228,1550036.125
31229,886211.25
31230,1140836.25
31231,620687.4375
31232,885238.125
31233,885258.375
31234,1046227.4375
31235,787287.75
31236,880521.3125
31237,1615349.5
31238,885258.375
31239,1873598.75
31240,1089161.625
31241,885258.375
31242,1014118.75
31243,589843.0625
31244,966414.5
31245,1038501.5
31246,1333199.25
31247,787287.75
31248,1089161.625
31249,1343332.75
31250,819014.4375
31251,966414.5
31252,927191.75
31253,1167038.75
31254,916762.875
31255,1632197.625
31256,922657.0625
31257,787287.75
31258,1464267.75
31259,1427897.625
31260,1176834.875
31261,3185336.5
31262,906662.3125
31263,906662.3125
31264,589843.0625
31265,1218446.375
31266,1155162.875
31267,589843.0625
31268,639593.625
31269,1230388.25
31270,620687.4375
31271,909253.0
31272,1565074.25
31273,1122836.625
31274,916011.3125
31275,989243.6875
31276,957908.5
31277,943275.125
31278,1989921.5
31279,2205437.75
31280,1402807.125
31281,1014118.75
31282,1775700.375
31283,927191.75
31284,618211.5625
31285,841903.8125
31286,1209152.375
31287,1343332.75
31288,650539.9375
31289,1515435.5
31290,767849.125
31291,1017851.9375
31292,607809.25
31293,1014118.75
31294,589843.0625
31295,2473207.0
31296,1343332.75
31297,1137580.25
31298,613110.5
31299,1343332.75
31300,1038501.5
31301,931246.9375
31302,800634.3125
31303,1315754.625
31304,1003917.75
31305,1611699.5
31306,584691.625
31307,916762.875
31308,1187477.375
31309,1499255.0
31310,5384729.5
31311,942563.9375
31312,898653.125
31313,1530637.0
31314,885258.375
31315,1343332.75
31316,1691455.0
31317,2070075.0
31318,1584581.875
31319,888174.125
31320,957908.5
31321,901416.9375
31322,1896233.875
31323,1209152.375
31324,1167825.75
31325,889752.6875
31326,931522.25
31327,1187477.375
31328,2055139.375
31329,787287.75
31330,1392147.875
31331,1286333.25
31332,963696.6875
31333,889752.6875
31334,639593.625
31335,1010756.75
31336,1187477.375
31337,1109504.375
31338,650539.9375
31339,826699.3125
31340,1046227.4375
31341,1343332.75
31342,890438.5625
31343,589843.0625
31344,822703.125
31345,916762.875
31346,589843.0625
31347,1147598.5
31348,1725042.875
31349,1728611.5
31350,613110.5
31351,883108.1875
31352,1360579.875
31353,837966.0
31354,1104183.125
31355,1313299.875
31356,650539.9375
31357,843206.3125
31358,508255.9375
31359,916762.875
31360,1139847.75
31361,785210.8125
31362,1343332.75
31363,787287.75
31364,618211.5625
31365,589843.0625
31366,1209152.375
31367,1187477.375
31368,1040115.25
31369,687303.0625
31370,1283255.375
31371,1235988.625
31372,916762.875
31373,880521.3125
31374,1009775.0
31375,853760.25
31376,885258.375
31377,1258056.0
31378,961454.0625
31379,4162004.75
31380,885258.375
31381,1129175.375
31382,848288.5
31383,1209152.375
31384,2874774.0
31385,2108368.5
31386,1013186.8125
31387,1815133.625
31388,916762.875
31389,650539.9375
31390,1187477.375
31391,787287.75
31392,1436102.5
31393,1243190.375
31394,924840.0625
31395,715488.875
31396,1683421.5
31397,971363.5
31398,789881.5625
31399,1726013.75
31400,823565.0
31401,1689478.5
31402,1586379.625
31403,843206.3125
31404,898653.125
31405,823565.0
31406,1134162.5
31407,589843.0625
31408,927191.75
31409,623014.5
31410,1830217.875
31411,1244724.25
31412,1619733.5
31413,1187477.375
31414,788487.6875
31415,2026026.875
31416,1033692.5625
31417,898653.125
31418,1221452.625
31419,1605838.875
31420,1217349.875
31421,1032532.9375
31422,970804.0625
31423,987825.8125
31424,1801633.375
31425,837966.0
31426,831366.4375
31427,825366.375
31428,1065646.375
31429,1855231.75
31430,785940.4375
31431,787287.75
31432,908622.875
31433,883108.1875
31434,589843.0625
31435,1636646.125
31436,1343332.75
31437,1804978.25
31438,999206.9375
31439,2757565.25
31440,949772.625
31441,880521.3125
31442,1083754.0
31443,1830381.875
31444,970804.0625
31445,1259644.25
31446,1649218.25
31447,998340.125
31448,1215289.75
31449,1106068.625
31450,957908.5
31451,1226463.625
31452,1491064.625
31453,789881.5625
31454,854248.9375
31455,1038501.5
31456,843206.3125
31457,1014380.9375
31458,2387582.5
31459,1199534.25
31460,843206.3125
31461,837966.0
31462,584691.625
31463,787287.75
31464,1021327.1875
31465,840857.4375
31466,4793152.5
31467,589843.0625
31468,1830381.875
31469,843206.3125
31470,787287.75
31471,1736676.75
31472,508255.9375
31473,1174516.25
31474,608397.8125
31475,1101582.125
31476,3082650.25
31477,1089161.625
31478,857793.5625
31479,957908.5
31480,1122836.625
31481,1187477.375
31482,1275337.5
31483,1423199.0
31484,1372391.75
31485,494361.28125
31486,575029.9375
31487,831366.4375
31488,1910849.25
31489,1244724.25
31490,867545.0625
31491,850824.4375
31492,1226463.625
31493,1514724.625
31494,942563.9375
31495,854248.9375
31496,1395662.625
31497,718736.0
31498,1134162.5
31499,1632197.625
31500,1421586.25
31501,1211689.5
31502,1315754.625
31503,857793.5625
31504,1249864.125
31505,1992849.75
31506,1209152.375
31507,1086983.625
31508,1009248.3125
31509,916011.3125
31510,1040115.25
31511,843206.3125
31512,916762.875
31513,3910419.5
31514,3886417.25
31515,481419.09375
31516,2209199.5
31517,924840.0625
31518,1230388.25
31519,904001.375
31520,999227.875
31521,832042.9375
31522,650539.9375
31523,1187477.375
31524,1341787.375
31525,1728611.5
31526,906662.3125
31527,1073947.0
31528,785210.8125
31529,850824.4375
31530,916762.875
31531,1220222.0
31532,906662.3125
31533,1829924.625
31534,1044333.4375
31535,1399955.0
31536,1221452.625
31537,650539.9375
31538,794861.4375
31539,613110.5
31540,1343332.75
31541,508255.9375
31542,842036.25
31543,589843.0625
31544,843206.3125
31545,1140662.25
31546,1804978.25
31547,1040115.25
31548,931522.25
31549,819014.4375
31550,650539.9375
31551,890469.125
31552,1122836.625
31553,954103.0
31554,1038501.5
31555,645170.9375
31556,971363.5
31557,942563.9375
31558,1343332.75
31559,508255.9375
31560,971363.5
31561,1083754.0
31562,3484104.25
31563,620687.4375
31564,1584581.875
31565,1341787.375
31566,942563.9375
31567,1883818.5
31568,1226463.625
31569,1058788.375
31570,1083754.0
31571,963696.6875
31572,589843.0625
31573,826699.3125
31574,1607889.0
31575,906662.3125
31576,1073947.0
31577,748887.5625
31578,1087668.0
31579,787287.75
31580,1038501.5
31581,949070.0
31582,1163194.125
31583,1221452.625
31584,618211.5625
31585,888174.125
31586,1781635.625
31587,1972452.125
31588,1381636.75
31589,613110.5
31590,916762.875
31591,1163194.125
31592,1085259.875
31593,1187477.375
31594,1225258.375
31595,943381.375
31596,613110.5
31597,891924.1875
31598,618211.5625
31599,1073947.0
31600,1027360.4375
31601,2315877.25
31602,756430.75
31603,2372904.5
31604,975861.0625
31605,843206.3125
31606,1009775.0
31607,1157008.5
31608,756430.75
31609,927726.875
31610,1209152.375
31611,1008556.625
31612,927726.875
31613,785940.4375
31614,2475189.0
31615,1341787.375
31616,1333199.25
31617,718320.75
31618,978511.5
31619,1247289.75
31620,650539.9375
31621,1037572.9375
31622,2940630.0
31623,1401217.375
31624,785940.4375
31625,1619733.5
31626,924840.0625
31627,1071732.875
31628,1592044.875
31629,1479341.125
31630,607809.25
31631,906662.3125
31632,2007036.25
31633,857793.5625
31634,1181046.5
31635,1616705.75
31636,924840.0625
31637,787287.75
31638,973568.8125
31639,589843.0625
31640,1619733.5
31641,589843.0625
31642,615527.1875
31643,916762.875
31644,1272588.125
31645,1134162.5
31646,1221452.625
31647,889752.6875
31648,1624743.0
31649,889752.6875
31650,1060140.25
31651,1497785.875
31652,920321.1875
31653,889752.6875
31654,970804.0625
31655,718250.8125
31656,3401879.5
31657,1060140.25
31658,650539.9375
31659,1107970.125
31660,931522.25
31661,837966.0
31662,1014118.75
31663,589843.0625
31664,548139.25
31665,626904.0625
31666,931522.25
31667,930899.6875
31668,1121550.25
31669,1528415.5
31670,1014118.75
31671,939402.375
31672,1119408.875
31673,1440656.625
31674,1423199.0
31675,1085259.875
31676,1167472.75
31677,772833.0
31678,721083.375
31679,1167038.75
31680,990648.4375
31681,927191.75
31682,615527.1875
31683,888174.125
31684,748887.5625
31685,589843.0625
31686,2037410.25
31687,1531682.625
31688,1343332.75
31689,589843.0625
31690,911755.5
31691,589843.0625
31692,1134162.5
31693,941674.3125
31694,1772639.625
31695,1014118.75
31696,589843.0625
31697,748887.5625
31698,589843.0625
31699,888867.3125
31700,889752.6875
31701,1335180.375
31702,958939.5
31703,1300584.25
31704,853760.25
31705,1636646.125
31706,942563.9375
31707,1783271.0
31708,1208610.375
31709,756430.75
31710,1725042.875
31711,985674.5
31712,1230388.25
31713,819014.4375
31714,785940.4375
31715,712665.4375
31716,853760.25
31717,1169357.125
31718,843206.3125
31719,989243.6875
31720,908622.875
31721,779667.3125
31722,916762.875
31723,942563.9375
31724,970804.0625
31725,824960.3125
31726,1940209.75
31727,1046227.4375
31728,650539.9375
31729,1019397.5
31730,613110.5
31731,1063647.125
31732,1209152.375
31733,633265.625
31734,650539.9375
31735,615527.1875
31736,927191.75
31737,787287.75
31738,819014.4375
31739,853760.25
31740,1187477.375
31741,2753211.0
31742,1781635.625
31743,1276721.25
31744,785940.4375
31745,627735.0
31746,1315754.625
31747,843206.3125
31748,2616750.25
31749,787287.75
31750,1144078.75
31751,1183773.125
31752,620687.4375
31753,620687.4375
31754,1258056.0
31755,1530637.0
31756,389473.375
31757,888867.3125
31758,972903.375
31759,989990.125
31760,908622.875
31761,2883945.5
31762,508255.9375
31763,1732870.0
31764,872434.3125
31765,620687.4375
31766,1221452.625
31767,589843.0625
31768,1014118.75
31769,1463625.625
31770,618211.5625
31771,589843.0625
31772,1122892.25
31773,898653.125
31774,916762.875
31775,1669640.875
31776,432529.3125
31777,635315.0625
31778,1467024.125
31779,1302317.0
31780,1014118.75
31781,1096212.25
31782,956216.25
31783,589843.0625
31784,857793.5625
31785,942563.9375
31786,774254.5
31787,888174.125
31788,961454.0625
31789,908622.875
31790,589843.0625
31791,1556379.0
31792,973568.8125
31793,1166892.875
31794,916762.875
31795,942563.9375
31796,785800.3125
31797,2337957.0
31798,996973.875
31799,962428.375
31800,853760.25
31801,589843.0625
31802,1014118.75
31803,1167472.75
31804,794009.0625
31805,589843.0625
31806,1009014.5
31807,1060140.25
31808,1168045.25
31809,961669.5625
31810,621428.9375
31811,1226463.625
31812,972903.375
31813,1009775.0
31814,1086983.625
31815,908622.875
31816,826699.3125
31817,589843.0625
31818,942563.9375
31819,916762.875
31820,1587896.25
31821,1467793.875
31822,894443.8125
31823,785940.4375
31824,525219.4375
31825,706749.375
31826,893500.9375
31827,904001.375
31828,942563.9375
31829,1315754.625
31830,956006.5625
31831,464497.5625
31832,1860518.75
31833,1600113.625
31834,1009248.3125
31835,814101.4375
31836,1122892.25
31837,589843.0625
31838,1230388.25
31839,650539.9375
31840,1333199.25
31841,748887.5625
31842,1026185.5
31843,589843.0625
31844,927191.75
31845,1187477.375
31846,774254.5
31847,931522.25
31848,916762.875
31849,1181046.5
31850,885258.375
31851,1775700.375
31852,1772639.625
31853,1343332.75
31854,885258.375
31855,748707.625
31856,1463625.625
31857,1263835.25
31858,1367526.375
31859,3912452.5
31860,916762.875
31861,2888669.0
31862,1014118.75
31863,1329352.25
31864,589843.0625
31865,931522.25
31866,615527.1875
31867,1122836.625
31868,650539.9375
31869,1440656.625
31870,613110.5
31871,843206.3125
31872,1633518.125
31873,916762.875
31874,748887.5625
31875,916762.875
31876,748887.5625
31877,2832775.5
31878,789881.5625
31879,1241736.5
31880,1612568.25
31881,814101.4375
31882,1879192.625
31883,748887.5625
31884,840857.4375
31885,957908.5
31886,1283992.375
31887,1429791.625
31888,650539.9375
31889,2303966.0
31890,748887.5625
31891,866491.5625
31892,589843.0625
31893,2099900.5
31894,1078415.625
31895,508255.9375
31896,589843.0625
31897,589843.0625
31898,618211.5625
31899,645170.9375
31900,881844.9375
31901,1014118.75
31902,966414.5
31903,1166135.375
31904,626904.0625
31905,1000938.9375
31906,650539.9375
31907,589843.0625
31908,627735.0
31909,1140662.25
31910,712393.625
31911,595750.75
31912,927191.75
31913,1083821.25
31914,988243.1875
31915,1083754.0
31916,626904.0625
31917,787287.75
31918,938708.375
31919,916762.875
31920,645170.9375
31921,1020695.1875
31922,1307161.0
31923,1987535.375
31924,1797986.0
31925,927726.875
31926,1359680.875
31927,1480587.5
31928,957021.875
31929,1906255.25
31930,1171464.5
31931,942563.9375
31932,1187477.375
31933,998340.125
31934,1000742.3125
31935,757205.9375
31936,650539.9375
31937,885091.25
31938,889752.6875
31939,943679.125
31940,1083754.0
31941,4112119.25
31942,864389.375
31943,1230388.25
31944,699053.875
31945,880521.3125
31946,1605838.875
31947,1221452.625
31948,999490.0
31949,1121451.875
31950,1926730.875
31951,898653.125
31952,877657.4375
31953,613110.5
31954,1402575.625
31955,942563.9375
31956,1230388.25
31957,790017.9375
31958,848288.5
31959,1746694.375
31960,1042252.0
31961,1226463.625
31962,820498.25
31963,1038501.5
31964,709491.75
31965,897788.8125
31966,2070075.0
31967,1644857.875
31968,1196429.125
31969,3910915.5
31970,957908.5
31971,639593.625
31972,800634.3125
31973,779301.5625
31974,1063647.125
31975,645170.9375
31976,626904.0625
31977,1258056.0
31978,756430.75
31979,839867.6875
31980,843206.3125
31981,970804.0625
31982,1421586.25
31983,1612228.5
31984,1176834.875
31985,843206.3125
31986,639593.625
31987,916762.875
31988,1038501.5
31989,1972452.125
31990,613110.5
31991,1315754.625
31992,814101.4375
31993,1726013.75
31994,1014118.75
31995,1075405.375
31996,1752882.0
31997,650539.9375
31998,589843.0625
31999,840857.4375
32000,927191.75
32001,5384729.5
32002,1932925.875
32003,1304783.375
32004,966414.5
32005,843206.3125
32006,2017021.75
32007,1343332.75
32008,942563.9375
32009,589843.0625
32010,1187477.375
32011,693955.9375
32012,385244.0
32013,787287.75
32014,853760.25
32015,957512.0625
32016,916762.875
32017,1683421.5
32018,1194675.5
32019,826699.3125
32020,906662.3125
32021,1244724.25
32022,800634.3125
32023,645170.9375
32024,916762.875
32025,957908.5
32026,650539.9375
32027,1123876.875
32028,712665.4375
32029,2379131.5
32030,620687.4375
32031,595750.75
32032,1208610.375
32033,900747.5
32034,589843.0625
32035,1027360.4375
32036,971363.5
32037,1405076.625
32038,964276.75
32039,1501865.25
32040,2042809.375
32041,613110.5
32042,885258.375
32043,3464426.25
32044,785940.4375
32045,543935.875
32046,1187477.375
32047,1534807.375
32048,1358535.125
32049,916762.875
32050,2210453.5
32051,1422865.25
32052,927191.75
32053,1286333.25
32054,1010446.375
32055,650539.9375
32056,1392469.25
32057,718736.0
32058,763485.5
32059,909253.0
32060,1026477.125
32061,1312132.0
32062,849845.5625
32063,1174516.25
